Symbol,Name,결산월,회계년,주기,asset,conm,regist_num,year
A267980,매일유업,12,2021,Annual,,매일유업(주),844-81-00466,2021
A189300,인텔리안테크,12,2017,Annual,108632480 ,(주)인텔리안테크놀로지스,211-87-45307,2017
A189300,인텔리안테크,12,2018,Annual,129430896 ,(주)인텔리안테크놀로지스,211-87-45307,2018
A189300,인텔리안테크,12,2019,Annual,143973596 ,(주)인텔리안테크놀로지스,211-87-45307,2019
A189300,인텔리안테크,12,2020,Annual,,(주)인텔리안테크놀로지스,211-87-45307,2020
A189300,인텔리안테크,12,2021,Annual,,(주)인텔리안테크놀로지스,211-87-45307,2021
A007390,네이처셀,12,2017,Annual,51440663 ,(주)네이처셀,130-81-05606,2017
A007390,네이처셀,12,2018,Annual,52875422 ,(주)네이처셀,130-81-05606,2018
A007390,네이처셀,12,2019,Annual,93110328 ,(주)네이처셀,130-81-05606,2019
A007390,네이처셀,12,2020,Annual,,(주)네이처셀,130-81-05606,2020
A007390,네이처셀,12,2021,Annual,,(주)네이처셀,130-81-05606,2021
A156100,엘앤케이바이오,12,2017,Annual,89594643 ,(주)엘앤케이바이오메드,105-87-26820,2017
A156100,엘앤케이바이오,12,2018,Annual,91837016 ,(주)엘앤케이바이오메드,105-87-26820,2018
A156100,엘앤케이바이오,12,2019,Annual,71663905 ,(주)엘앤케이바이오메드,105-87-26820,2019
A156100,엘앤케이바이오,12,2020,Annual,,(주)엘앤케이바이오메드,105-87-26820,2020
A156100,엘앤케이바이오,12,2021,Annual,,(주)엘앤케이바이오메드,105-87-26820,2021
A078130,국일제지,12,2017,Annual,106712308 ,국일제지(주),135-81-01449,2017
A078130,국일제지,12,2018,Annual,113718999 ,국일제지(주),135-81-01449,2018
A078130,국일제지,12,2019,Annual,125508720 ,국일제지(주),135-81-01449,2019
A078130,국일제지,12,2020,Annual,,국일제지(주),135-81-01449,2020
A078130,국일제지,12,2021,Annual,,국일제지(주),135-81-01449,2021
A005180,빙그레,12,2017,Annual,635622607 ,(주)빙그레,132-81-00631,2017
A005180,빙그레,12,2018,Annual,653929093 ,(주)빙그레,132-81-00631,2018
A005180,빙그레,12,2019,Annual,684922782 ,(주)빙그레,132-81-00631,2019
A005180,빙그레,12,2020,Annual,,(주)빙그레,132-81-00631,2020
A005180,빙그레,12,2021,Annual,,(주)빙그레,132-81-00631,2021
A005090,SGC에너지,12,2017,Annual,797747001 ,SGC에너지(주),214-81-89700,2017
A005090,SGC에너지,12,2018,Annual,759129159 ,SGC에너지(주),214-81-89700,2018
A005090,SGC에너지,12,2019,Annual,695852509 ,SGC에너지(주),214-81-89700,2019
A005090,SGC에너지,12,2020,Annual,,SGC에너지(주),214-81-89700,2020
A005090,SGC에너지,12,2021,Annual,,SGC에너지(주),214-81-89700,2021
A138080,오이솔루션,12,2017,Annual,96055950 ,(주)오이솔루션,409-81-76875,2017
A138080,오이솔루션,12,2018,Annual,99152430 ,(주)오이솔루션,409-81-76875,2018
A138080,오이솔루션,12,2019,Annual,184366984 ,(주)오이솔루션,409-81-76875,2019
A138080,오이솔루션,12,2020,Annual,,(주)오이솔루션,409-81-76875,2020
A138080,오이솔루션,12,2021,Annual,,(주)오이솔루션,409-81-76875,2021
A166090,하나머티리얼즈,12,2017,Annual,135008497 ,하나머티리얼즈(주),312-81-88209,2017
A166090,하나머티리얼즈,12,2018,Annual,248816460 ,하나머티리얼즈(주),312-81-88209,2018
A166090,하나머티리얼즈,12,2019,Annual,295094740 ,하나머티리얼즈(주),312-81-88209,2019
A166090,하나머티리얼즈,12,2020,Annual,,하나머티리얼즈(주),312-81-88209,2020
A166090,하나머티리얼즈,12,2021,Annual,,하나머티리얼즈(주),312-81-88209,2021
A030530,원익홀딩스,12,2017,Annual,1061203409 ,(주)원익홀딩스,133-81-27249,2017
A030530,원익홀딩스,12,2018,Annual,1209057381 ,(주)원익홀딩스,133-81-27249,2018
A030530,원익홀딩스,12,2019,Annual,1225200283 ,(주)원익홀딩스,133-81-27249,2019
A030530,원익홀딩스,12,2020,Annual,,(주)원익홀딩스,133-81-27249,2020
A030530,원익홀딩스,12,2021,Annual,,(주)원익홀딩스,133-81-27249,2021
A183300,코미코,12,2017,Annual,121072950 ,(주)코미코,125-86-14826,2017
A183300,코미코,12,2018,Annual,232717205 ,(주)코미코,125-86-14826,2018
A183300,코미코,12,2019,Annual,292076428 ,(주)코미코,125-86-14826,2019
A183300,코미코,12,2020,Annual,,(주)코미코,125-86-14826,2020
A183300,코미코,12,2021,Annual,,(주)코미코,125-86-14826,2021
A298000,효성화학,12,2017,Annual,,효성화학(주),175-88-01164,2017
A298000,효성화학,12,2018,Annual,1653249379 ,효성화학(주),175-88-01164,2018
A298000,효성화학,12,2019,Annual,2063516498 ,효성화학(주),175-88-01164,2019
A298000,효성화학,12,2020,Annual,,효성화학(주),175-88-01164,2020
A298000,효성화학,12,2021,Annual,,효성화학(주),175-88-01164,2021
A095660,네오위즈,12,2017,Annual,304359379 ,(주)네오위즈,120-87-14245,2017
A095660,네오위즈,12,2018,Annual,366712258 ,(주)네오위즈,120-87-14245,2018
A095660,네오위즈,12,2019,Annual,398001624 ,(주)네오위즈,120-87-14245,2019
A095660,네오위즈,12,2020,Annual,,(주)네오위즈,120-87-14245,2020
A095660,네오위즈,12,2021,Annual,,(주)네오위즈,120-87-14245,2021
A074600,원익QnC,12,2017,Annual,256883962 ,(주)원익큐엔씨,513-81-31648,2017
A074600,원익QnC,12,2018,Annual,359501283 ,(주)원익큐엔씨,513-81-31648,2018
A074600,원익QnC,12,2019,Annual,640996511 ,(주)원익큐엔씨,513-81-31648,2019
A074600,원익QnC,12,2020,Annual,,(주)원익큐엔씨,513-81-31648,2020
A074600,원익QnC,12,2021,Annual,,(주)원익큐엔씨,513-81-31648,2021
A017960,한국카본,12,2017,Annual,366441407 ,(주)한국카본,615-81-01585,2017
A017960,한국카본,12,2018,Annual,360113098 ,(주)한국카본,615-81-01585,2018
A017960,한국카본,12,2019,Annual,397589485 ,(주)한국카본,615-81-01585,2019
A017960,한국카본,12,2020,Annual,,(주)한국카본,615-81-01585,2020
A017960,한국카본,12,2021,Annual,,(주)한국카본,615-81-01585,2021
A000400,롯데손해보험,12,2017,Annual,12802169219 ,롯데손해보험(주),104-81-30770,2017
A000400,롯데손해보험,12,2018,Annual,14214988799 ,롯데손해보험(주),104-81-30770,2018
A000400,롯데손해보험,12,2019,Annual,16267282836 ,롯데손해보험(주),104-81-30770,2019
A000400,롯데손해보험,12,2020,Annual,,롯데손해보험(주),104-81-30770,2020
A000400,롯데손해보험,12,2021,Annual,,롯데손해보험(주),104-81-30770,2021
A068240,다원시스,12,2017,Annual,350900018 ,(주)다원시스,134-81-29935,2017
A068240,다원시스,12,2018,Annual,357376527 ,(주)다원시스,134-81-29935,2018
A068240,다원시스,12,2019,Annual,535778020 ,(주)다원시스,134-81-29935,2019
A068240,다원시스,12,2020,Annual,,(주)다원시스,134-81-29935,2020
A068240,다원시스,12,2021,Annual,,(주)다원시스,134-81-29935,2021
A032190,다우데이타,12,2017,Annual,12999458047 ,(주)다우데이타,220-81-01733,2017
A032190,다우데이타,12,2018,Annual,19346047268 ,(주)다우데이타,220-81-01733,2018
A032190,다우데이타,12,2019,Annual,24644645489 ,(주)다우데이타,220-81-01733,2019
A032190,다우데이타,12,2020,Annual,,(주)다우데이타,220-81-01733,2020
A032190,다우데이타,12,2021,Annual,,(주)다우데이타,220-81-01733,2021
A131370,알서포트,12,2017,Annual,54354108 ,알서포트(주),114-86-82265,2017
A131370,알서포트,12,2018,Annual,58874570 ,알서포트(주),114-86-82265,2018
A131370,알서포트,12,2019,Annual,78555022 ,알서포트(주),114-86-82265,2019
A131370,알서포트,12,2020,Annual,,알서포트(주),114-86-82265,2020
A131370,알서포트,12,2021,Annual,,알서포트(주),114-86-82265,2021
A145720,덴티움,12,2017,Annual,310870929 ,(주)덴티움,123-81-57732,2017
A145720,덴티움,12,2018,Annual,436826577 ,(주)덴티움,123-81-57732,2018
A145720,덴티움,12,2019,Annual,547106598 ,(주)덴티움,123-81-57732,2019
A145720,덴티움,12,2020,Annual,,(주)덴티움,123-81-57732,2020
A145720,덴티움,12,2021,Annual,,(주)덴티움,123-81-57732,2021
A001530,DI동일,12,2017,Annual,931120054 ,디아이동일(주),120-81-14879,2017
A001530,DI동일,12,2018,Annual,947634081 ,디아이동일(주),120-81-14879,2018
A001530,DI동일,12,2019,Annual,956980357 ,디아이동일(주),120-81-14879,2019
A001530,DI동일,12,2020,Annual,,디아이동일(주),120-81-14879,2020
A001530,DI동일,12,2021,Annual,,디아이동일(주),120-81-14879,2021
A009970,영원무역홀딩스,12,2017,Annual,2760525744 ,(주)영원무역홀딩스,110-81-23629,2017
A009970,영원무역홀딩스,12,2018,Annual,3262155793 ,(주)영원무역홀딩스,110-81-23629,2018
A009970,영원무역홀딩스,12,2019,Annual,3789427814 ,(주)영원무역홀딩스,110-81-23629,2019
A009970,영원무역홀딩스,12,2020,Annual,,(주)영원무역홀딩스,110-81-23629,2020
A009970,영원무역홀딩스,12,2021,Annual,,(주)영원무역홀딩스,110-81-23629,2021
A268280,미원에스씨,12,2017,Annual,220199886 ,미원스페셜티케미칼(주),778-87-00797,2017
A268280,미원에스씨,12,2018,Annual,276673706 ,미원스페셜티케미칼(주),778-87-00797,2018
A268280,미원에스씨,12,2019,Annual,311855159 ,미원스페셜티케미칼(주),778-87-00797,2019
A268280,미원에스씨,12,2020,Annual,,미원스페셜티케미칼(주),778-87-00797,2020
A268280,미원에스씨,12,2021,Annual,,미원스페셜티케미칼(주),778-87-00797,2021
A018000,유니슨,12,2017,Annual,266962413 ,유니슨(주),120-81-30898,2017
A018000,유니슨,12,2018,Annual,229657555 ,유니슨(주),120-81-30898,2018
A018000,유니슨,12,2019,Annual,236352875 ,유니슨(주),120-81-30898,2019
A018000,유니슨,12,2020,Annual,,유니슨(주),120-81-30898,2020
A018000,유니슨,12,2021,Annual,,유니슨(주),120-81-30898,2021
A050890,쏠리드,12,2017,Annual,280947024 ,(주)쏠리드,215-81-72901,2017
A050890,쏠리드,12,2018,Annual,269361556 ,(주)쏠리드,215-81-72901,2018
A050890,쏠리드,12,2019,Annual,283758311 ,(주)쏠리드,215-81-72901,2019
A050890,쏠리드,12,2020,Annual,,(주)쏠리드,215-81-72901,2020
A050890,쏠리드,12,2021,Annual,,(주)쏠리드,215-81-72901,2021
A086390,유니테스트,12,2017,Annual,149780160 ,(주)유니테스트,129-81-33266,2017
A086390,유니테스트,12,2018,Annual,189864584 ,(주)유니테스트,129-81-33266,2018
A086390,유니테스트,12,2019,Annual,195733302 ,(주)유니테스트,129-81-33266,2019
A086390,유니테스트,12,2020,Annual,,(주)유니테스트,129-81-33266,2020
A086390,유니테스트,12,2021,Annual,,(주)유니테스트,129-81-33266,2021
A001360,삼성제약,12,2017,Annual,154194193 ,삼성제약(주),207-81-00726,2017
A001360,삼성제약,12,2018,Annual,160646664 ,삼성제약(주),207-81-00726,2018
A001360,삼성제약,12,2019,Annual,168532386 ,삼성제약(주),207-81-00726,2019
A001360,삼성제약,12,2020,Annual,,삼성제약(주),207-81-00726,2020
A001360,삼성제약,12,2021,Annual,,삼성제약(주),207-81-00726,2021
A024720,한국콜마홀딩스,12,2017,Annual,746857715 ,한국콜마홀딩스(주),307-81-02816,2017
A024720,한국콜마홀딩스,12,2018,Annual,881687299 ,한국콜마홀딩스(주),307-81-02816,2018
A024720,한국콜마홀딩스,12,2019,Annual,1095090642 ,한국콜마홀딩스(주),307-81-02816,2019
A024720,한국콜마홀딩스,12,2020,Annual,,한국콜마홀딩스(주),307-81-02816,2020
A024720,한국콜마홀딩스,12,2021,Annual,,한국콜마홀딩스(주),307-81-02816,2021
A053580,웹케시,12,2017,Annual,35716018 ,웹케시(주),214-86-35102,2017
A053580,웹케시,12,2018,Annual,37133610 ,웹케시(주),214-86-35102,2018
A053580,웹케시,12,2019,Annual,63272158 ,웹케시(주),214-86-35102,2019
A053580,웹케시,12,2020,Annual,,웹케시(주),214-86-35102,2020
A053580,웹케시,12,2021,Annual,,웹케시(주),214-86-35102,2021
A035600,KG이니시스,12,2017,Annual,926244871 ,(주)케이지이니시스,220-81-55597,2017
A035600,KG이니시스,12,2018,Annual,932316574 ,(주)케이지이니시스,220-81-55597,2018
A035600,KG이니시스,12,2019,Annual,1278010860 ,(주)케이지이니시스,220-81-55597,2019
A035600,KG이니시스,12,2020,Annual,,(주)케이지이니시스,220-81-55597,2020
A035600,KG이니시스,12,2021,Annual,,(주)케이지이니시스,220-81-55597,2021
A065660,안트로젠,12,2017,Annual,58136238 ,(주)안트로젠,108-81-21711,2017
A065660,안트로젠,12,2018,Annual,101441141 ,(주)안트로젠,108-81-21711,2018
A065660,안트로젠,12,2019,Annual,84593765 ,(주)안트로젠,108-81-21711,2019
A065660,안트로젠,12,2020,Annual,,(주)안트로젠,108-81-21711,2020
A065660,안트로젠,12,2021,Annual,,(주)안트로젠,108-81-21711,2021
A034830,한국토지신탁,12,2017,Annual,1210708226 ,(주)한국토지신탁,120-81-63986,2017
A034830,한국토지신탁,12,2018,Annual,1375861979 ,(주)한국토지신탁,120-81-63986,2018
A034830,한국토지신탁,12,2019,Annual,1447173317 ,(주)한국토지신탁,120-81-63986,2019
A034830,한국토지신탁,12,2020,Annual,,(주)한국토지신탁,120-81-63986,2020
A034830,한국토지신탁,12,2021,Annual,,(주)한국토지신탁,120-81-63986,2021
A174900,앱클론,12,2017,Annual,20865042 ,앱클론(주),113-86-40428,2017
A174900,앱클론,12,2018,Annual,28703900 ,앱클론(주),113-86-40428,2018
A174900,앱클론,12,2019,Annual,46968451 ,앱클론(주),113-86-40428,2019
A174900,앱클론,12,2020,Annual,,앱클론(주),113-86-40428,2020
A174900,앱클론,12,2021,Annual,,앱클론(주),113-86-40428,2021
A001720,신영증권,3,2017,Annual,8776644131 ,신영증권(주),116-81-10802,2017
A001720,신영증권,3,2018,Annual,9944199526 ,신영증권(주),116-81-10802,2018
A001720,신영증권,3,2019,Annual,9629291730 ,신영증권(주),116-81-10802,2019
A001720,신영증권,3,2020,Annual,,신영증권(주),116-81-10802,2020
A001720,신영증권,3,2021,Annual,,신영증권(주),116-81-10802,2021
A023890,한국아트라스비엑스,12,2017,Annual,403536721 ,(주)한국아트라스비엑스,306-81-02598,2017
A023890,한국아트라스비엑스,12,2018,Annual,486622303 ,(주)한국아트라스비엑스,306-81-02598,2018
A023890,한국아트라스비엑스,12,2019,Annual,480320191 ,(주)한국아트라스비엑스,306-81-02598,2019
A023890,한국아트라스비엑스,12,2020,Annual,,(주)한국아트라스비엑스,306-81-02598,2020
A023890,한국아트라스비엑스,12,2021,Annual,,(주)한국아트라스비엑스,306-81-02598,2021
A348210,넥스틴,12,2017,Annual,18612488 ,(주)넥스틴,126-86-32036,2017
A348210,넥스틴,12,2018,Annual,19034408 ,(주)넥스틴,126-86-32036,2018
A348210,넥스틴,12,2019,Annual,18466013 ,(주)넥스틴,126-86-32036,2019
A348210,넥스틴,12,2020,Annual,,(주)넥스틴,126-86-32036,2020
A348210,넥스틴,12,2021,Annual,,(주)넥스틴,126-86-32036,2021
A041140,넥슨지티,12,2017,Annual,173836827 ,넥슨지티(주),126-81-15901,2017
A041140,넥슨지티,12,2018,Annual,169824530 ,넥슨지티(주),126-81-15901,2018
A041140,넥슨지티,12,2019,Annual,144613462 ,넥슨지티(주),126-81-15901,2019
A041140,넥슨지티,12,2020,Annual,,넥슨지티(주),126-81-15901,2020
A041140,넥슨지티,12,2021,Annual,,넥슨지티(주),126-81-15901,2021
A263720,디앤씨미디어,12,2017,Annual,35747220 ,(주)디앤씨미디어,105-87-67194,2017
A263720,디앤씨미디어,12,2018,Annual,43639727 ,(주)디앤씨미디어,105-87-67194,2018
A263720,디앤씨미디어,12,2019,Annual,53449595 ,(주)디앤씨미디어,105-87-67194,2019
A263720,디앤씨미디어,12,2020,Annual,,(주)디앤씨미디어,105-87-67194,2020
A263720,디앤씨미디어,12,2021,Annual,,(주)디앤씨미디어,105-87-67194,2021
A033290,코웰패션,12,2017,Annual,273003789 ,코웰패션(주),124-81-22987,2017
A033290,코웰패션,12,2018,Annual,321841007 ,코웰패션(주),124-81-22987,2018
A033290,코웰패션,12,2019,Annual,364382589 ,코웰패션(주),124-81-22987,2019
A033290,코웰패션,12,2020,Annual,,코웰패션(주),124-81-22987,2020
A033290,코웰패션,12,2021,Annual,,코웰패션(주),124-81-22987,2021
A001470,삼부토건,12,2017,Annual,390366999 ,삼부토건(주),104-81-00771,2017
A001470,삼부토건,12,2018,Annual,413057824 ,삼부토건(주),104-81-00771,2018
A001470,삼부토건,12,2019,Annual,420653155 ,삼부토건(주),104-81-00771,2019
A001470,삼부토건,12,2020,Annual,,삼부토건(주),104-81-00771,2020
A001470,삼부토건,12,2021,Annual,,삼부토건(주),104-81-00771,2021
A059090,미코,12,2017,Annual,202082378 ,(주)미코,125-81-29377,2017
A059090,미코,12,2018,Annual,332053846 ,(주)미코,125-81-29377,2018
A059090,미코,12,2019,Annual,404978178 ,(주)미코,125-81-29377,2019
A059090,미코,12,2020,Annual,,(주)미코,125-81-29377,2020
A059090,미코,12,2021,Annual,,(주)미코,125-81-29377,2021
A026890,디피씨,12,2017,Annual,189963051 ,디피씨(주),134-81-07979,2017
A026890,디피씨,12,2018,Annual,193666964 ,디피씨(주),134-81-07979,2018
A026890,디피씨,12,2019,Annual,220935120 ,디피씨(주),134-81-07979,2019
A026890,디피씨,12,2020,Annual,,디피씨(주),134-81-07979,2020
A026890,디피씨,12,2021,Annual,,디피씨(주),134-81-07979,2021
A008350,남선알미늄,12,2017,Annual,284649401 ,(주)남선알미늄,502-81-00107,2017
A008350,남선알미늄,12,2018,Annual,303023071 ,(주)남선알미늄,502-81-00107,2018
A008350,남선알미늄,12,2019,Annual,295529661 ,(주)남선알미늄,502-81-00107,2019
A008350,남선알미늄,12,2020,Annual,,(주)남선알미늄,502-81-00107,2020
A008350,남선알미늄,12,2021,Annual,,(주)남선알미늄,502-81-00107,2021
A123890,한국자산신탁,12,2017,Annual,779599381 ,한국자산신탁(주),107-81-97673,2017
A123890,한국자산신탁,12,2018,Annual,1008095204 ,한국자산신탁(주),107-81-97673,2018
A123890,한국자산신탁,12,2019,Annual,1238322149 ,한국자산신탁(주),107-81-97673,2019
A123890,한국자산신탁,12,2020,Annual,,한국자산신탁(주),107-81-97673,2020
A123890,한국자산신탁,12,2021,Annual,,한국자산신탁(주),107-81-97673,2021
A332570,와이팜,12,2017,Annual,21838541 ,(주)와이팜,506-81-59541,2017
A332570,와이팜,12,2018,Annual,40213551 ,(주)와이팜,506-81-59541,2018
A332570,와이팜,12,2019,Annual,54577414 ,(주)와이팜,506-81-59541,2019
A332570,와이팜,12,2020,Annual,,(주)와이팜,506-81-59541,2020
A332570,와이팜,12,2021,Annual,,(주)와이팜,506-81-59541,2021
A950160,코오롱티슈진,12,2017,Annual,192525701 ,코오롱티슈진(주),201-74-06326,2017
A950160,코오롱티슈진,12,2018,Annual,164621431 ,코오롱티슈진(주),201-74-06326,2018
A950160,코오롱티슈진,12,2019,Annual,124536732 ,코오롱티슈진(주),201-74-06326,2019
A950160,코오롱티슈진,12,2020,Annual,,코오롱티슈진(주),201-74-06326,2020
A950160,코오롱티슈진,12,2021,Annual,,코오롱티슈진(주),201-74-06326,2021
A215200,메가스터디교육,12,2017,Annual,284432992 ,메가스터디교육(주),780-87-00034,2017
A215200,메가스터디교육,12,2018,Annual,367190943 ,메가스터디교육(주),780-87-00034,2018
A215200,메가스터디교육,12,2019,Annual,432816425 ,메가스터디교육(주),780-87-00034,2019
A215200,메가스터디교육,12,2020,Annual,,메가스터디교육(주),780-87-00034,2020
A215200,메가스터디교육,12,2021,Annual,,메가스터디교육(주),780-87-00034,2021
A950180,SNK,7,2017,Annual,75819973 ,(주)에스앤케이,000-81-20024,2017
A950180,SNK,7,2018,Annual,104951068 ,(주)에스앤케이,000-81-20024,2018
A950180,SNK,7,2019,Annual,320988517 ,(주)에스앤케이,000-81-20024,2019
A950180,SNK,7,2020,Annual,355729850 ,(주)에스앤케이,000-81-20024,2020
A950180,SNK,7,2021,Annual,,(주)에스앤케이,000-81-20024,2021
A064550,바이오니아,12,2017,Annual,58695411 ,(주)바이오니아,301-81-27217,2017
A064550,바이오니아,12,2018,Annual,70807118 ,(주)바이오니아,301-81-27217,2018
A064550,바이오니아,12,2019,Annual,82099866 ,(주)바이오니아,301-81-27217,2019
A064550,바이오니아,12,2020,Annual,,(주)바이오니아,301-81-27217,2020
A064550,바이오니아,12,2021,Annual,,(주)바이오니아,301-81-27217,2021
A038880,아이에이,12,2017,Annual,85018705 ,(주)아이에이,211-81-99077,2017
A038880,아이에이,12,2018,Annual,105948882 ,(주)아이에이,211-81-99077,2018
A038880,아이에이,12,2019,Annual,109347269 ,(주)아이에이,211-81-99077,2019
A038880,아이에이,12,2020,Annual,,(주)아이에이,211-81-99077,2020
A038880,아이에이,12,2021,Annual,,(주)아이에이,211-81-99077,2021
A009290,광동제약,12,2017,Annual,722699738 ,광동제약(주),113-81-08888,2017
A009290,광동제약,12,2018,Annual,732056804 ,광동제약(주),113-81-08888,2018
A009290,광동제약,12,2019,Annual,792776013 ,광동제약(주),113-81-08888,2019
A009290,광동제약,12,2020,Annual,,광동제약(주),113-81-08888,2020
A009290,광동제약,12,2021,Annual,,광동제약(주),113-81-08888,2021
A068400,SK렌터카,12,2017,Annual,1212164510 ,에스케이렌터카(주),113-81-32864,2017
A068400,SK렌터카,12,2018,Annual,1173209251 ,에스케이렌터카(주),113-81-32864,2018
A068400,SK렌터카,12,2019,Annual,1645170544 ,에스케이렌터카(주),113-81-32864,2019
A068400,SK렌터카,12,2020,Annual,,에스케이렌터카(주),113-81-32864,2020
A068400,SK렌터카,12,2021,Annual,,에스케이렌터카(주),113-81-32864,2021
A049070,인탑스,12,2017,Annual,603934097 ,인탑스(주),123-81-06645,2017
A049070,인탑스,12,2018,Annual,636880431 ,인탑스(주),123-81-06645,2018
A049070,인탑스,12,2019,Annual,692183154 ,인탑스(주),123-81-06645,2019
A049070,인탑스,12,2020,Annual,,인탑스(주),123-81-06645,2020
A049070,인탑스,12,2021,Annual,,인탑스(주),123-81-06645,2021
A027360,아주IB투자,12,2017,Annual,319984301 ,아주아이비투자(주),116-81-41872,2017
A027360,아주IB투자,12,2018,Annual,339546769 ,아주아이비투자(주),116-81-41872,2018
A027360,아주IB투자,12,2019,Annual,313931854 ,아주아이비투자(주),116-81-41872,2019
A027360,아주IB투자,12,2020,Annual,,아주아이비투자(주),116-81-41872,2020
A027360,아주IB투자,12,2021,Annual,,아주아이비투자(주),116-81-41872,2021
A003060,에이프로젠제약,12,2017,Annual,157225128 ,에이프로젠제약(주),218-81-00518,2017
A003060,에이프로젠제약,12,2018,Annual,217062048 ,에이프로젠제약(주),218-81-00518,2018
A003060,에이프로젠제약,12,2019,Annual,365282978 ,에이프로젠제약(주),218-81-00518,2019
A003060,에이프로젠제약,12,2020,Annual,,에이프로젠제약(주),218-81-00518,2020
A003060,에이프로젠제약,12,2021,Annual,,에이프로젠제약(주),218-81-00518,2021
A030610,교보증권,12,2017,Annual,6852217519 ,교보증권(주),116-81-04407,2017
A030610,교보증권,12,2018,Annual,7341195592 ,교보증권(주),116-81-04407,2018
A030610,교보증권,12,2019,Annual,7923891172 ,교보증권(주),116-81-04407,2019
A030610,교보증권,12,2020,Annual,,교보증권(주),116-81-04407,2020
A030610,교보증권,12,2021,Annual,,교보증권(주),116-81-04407,2021
A009410,태영건설,12,2017,Annual,4752049446 ,(주)태영건설,105-81-74543,2017
A009410,태영건설,12,2018,Annual,4958571817 ,(주)태영건설,105-81-74543,2018
A009410,태영건설,12,2019,Annual,5916135643 ,(주)태영건설,105-81-74543,2019
A009410,태영건설,12,2020,Annual,,(주)태영건설,105-81-74543,2020
A009410,태영건설,12,2021,Annual,,(주)태영건설,105-81-74543,2021
A060980,한라홀딩스,12,2017,Annual,1852322927 ,(주)한라홀딩스,125-81-30627,2017
A060980,한라홀딩스,12,2018,Annual,1724148921 ,(주)한라홀딩스,125-81-30627,2018
A060980,한라홀딩스,12,2019,Annual,1760403391 ,(주)한라홀딩스,125-81-30627,2019
A060980,한라홀딩스,12,2020,Annual,,(주)한라홀딩스,125-81-30627,2020
A060980,한라홀딩스,12,2021,Annual,,(주)한라홀딩스,125-81-30627,2021
A036930,주성엔지니어링,12,2017,Annual,315265401 ,주성엔지니어링(주),124-81-29001,2017
A036930,주성엔지니어링,12,2018,Annual,363289204 ,주성엔지니어링(주),124-81-29001,2018
A036930,주성엔지니어링,12,2019,Annual,450012280 ,주성엔지니어링(주),124-81-29001,2019
A036930,주성엔지니어링,12,2020,Annual,,주성엔지니어링(주),124-81-29001,2020
A036930,주성엔지니어링,12,2021,Annual,,주성엔지니어링(주),124-81-29001,2021
A003070,코오롱글로벌,12,2017,Annual,2263440652 ,코오롱글로벌(주),120-81-50012,2017
A003070,코오롱글로벌,12,2018,Annual,2033409112 ,코오롱글로벌(주),120-81-50012,2018
A003070,코오롱글로벌,12,2019,Annual,2218144016 ,코오롱글로벌(주),120-81-50012,2019
A003070,코오롱글로벌,12,2020,Annual,,코오롱글로벌(주),120-81-50012,2020
A003070,코오롱글로벌,12,2021,Annual,,코오롱글로벌(주),120-81-50012,2021
A232140,와이아이케이,12,2017,Annual,133015565 ,와이아이케이(주),283-86-00313,2017
A232140,와이아이케이,12,2018,Annual,192090570 ,와이아이케이(주),283-86-00313,2018
A232140,와이아이케이,12,2019,Annual,196763487 ,와이아이케이(주),283-86-00313,2019
A232140,와이아이케이,12,2020,Annual,,와이아이케이(주),283-86-00313,2020
A232140,와이아이케이,12,2021,Annual,,와이아이케이(주),283-86-00313,2021
A108230,톱텍,12,2017,Annual,445178864 ,(주)톱텍,621-81-22815,2017
A108230,톱텍,12,2018,Annual,392793260 ,(주)톱텍,621-81-22815,2018
A108230,톱텍,12,2019,Annual,451010686 ,(주)톱텍,621-81-22815,2019
A108230,톱텍,12,2020,Annual,,(주)톱텍,621-81-22815,2020
A108230,톱텍,12,2021,Annual,,(주)톱텍,621-81-22815,2021
A006730,서부T&D,12,2017,Annual,1736273259 ,(주)서부티엔디,117-81-01927,2017
A006730,서부T&D,12,2018,Annual,1724660416 ,(주)서부티엔디,117-81-01927,2018
A006730,서부T&D,12,2019,Annual,1811212318 ,(주)서부티엔디,117-81-01927,2019
A006730,서부T&D,12,2020,Annual,,(주)서부티엔디,117-81-01927,2020
A006730,서부T&D,12,2021,Annual,,(주)서부티엔디,117-81-01927,2021
A001430,세아베스틸,12,2017,Annual,3590984649 ,(주)세아베스틸,113-81-06798,2017
A001430,세아베스틸,12,2018,Annual,3718893786 ,(주)세아베스틸,113-81-06798,2018
A001430,세아베스틸,12,2019,Annual,3576889161 ,(주)세아베스틸,113-81-06798,2019
A001430,세아베스틸,12,2020,Annual,,(주)세아베스틸,113-81-06798,2020
A001430,세아베스틸,12,2021,Annual,,(주)세아베스틸,113-81-06798,2021
A009680,모토닉,12,2017,Annual,431546721 ,(주)모토닉,101-81-02940,2017
A009680,모토닉,12,2018,Annual,432414223 ,(주)모토닉,101-81-02940,2018
A009680,모토닉,12,2019,Annual,440900556 ,(주)모토닉,101-81-02940,2019
A009680,모토닉,12,2020,Annual,,(주)모토닉,101-81-02940,2020
A009680,모토닉,12,2021,Annual,,(주)모토닉,101-81-02940,2021
A249420,일동제약,12,2017,Annual,563855570 ,일동제약(주),803-88-00431,2017
A249420,일동제약,12,2018,Annual,564669363 ,일동제약(주),803-88-00431,2018
A249420,일동제약,12,2019,Annual,612722853 ,일동제약(주),803-88-00431,2019
